Type,Date,Code_Departement,Commune,Area (ha),Cause,ID_new
Foret,2022-05-30,5,POËT (LE),0.1,Travaux (Particuliers),3432
Foret,2022-05-31,13,AURIOL,0.03,Vehicules,3434
Foret,2022-06-01,13,JOUQUES,0.3,Travaux Industriels/Publics,3436
Foret,2022-06-01,13,TRETS,0.16,Travaux Agricoles,3438
Foret,2022-06-03,34,CRUZY,0.05,Malveillance,3439
Foret,2022-06-04,13,ENSUES-LA-REDONNE,0.0007,Loisirs (Particuliers),3443
Foret,2022-06-05,13,EGUILLES,0.001,Lignes Electriques,3445
Foret,2022-06-05,13,MEYRARGUES,0.004,Lignes Electriques,3446
Foret,2022-06-05,66,ESTAGEL,0.04,Malveillance,3447
Foret,2022-06-06,2B,PATRIMONIO,2.0,Malveillance,3448
Foret,2022-06-06,4,ONGLES,0.46,Malveillance,3449
Foret,2022-06-06,48,POMPIDOU (LE),1.5,Travaux Agricoles,3450
Foret,2022-06-06,34,CELLES,1.25,Malveillance,3451
Foret,2022-06-06,30,CAMPESTRE-ET-LUC,0.2179,Accidentelle,3452
Foret,2022-06-07,13,PENNES-MIRABEAU (LES),0.3,Travaux Industriels/Publics,3454
Foret,2022-06-07,13,LANCON-PROVENCE,0.03,Travaux Industriels/Publics,3455
Foret,2022-06-07,2B,SANTO-PIETRO-DI-TENDA,35.0,Involontaire (travaux),3456
Foret,2022-06-08,13,SEPTEMES-LES-VALLONS,0.002,Travaux (Particuliers),3457
Foret,2022-06-08,13,SAINT-MITRE-LES-REMPARTS,0.002,Malveillance,3458
Foret,2022-06-08,13,SAINT-MITRE-LES-REMPARTS,0.002,Malveillance,3459
Foret,2022-06-08,2B,VIVARIO,26.16,Malveillance,3460
Foret,2022-06-09,13,MARTIGUES,0.35,Lignes Electriques,3461
Foret,2022-06-09,13,PENNES-MIRABEAU (LES),0.04,Lignes Electriques,3462
Foret,2022-06-09,13,LANCON-PROVENCE,0.5,Malveillance,3465
Foret,2022-06-09,13,ROQUEFORT-LA-BEDOULE,0.0007,Travaux Industriels/Publics,3466
Foret,2022-06-09,13,CUGES-LES-PINS,0.0002,Jet D'Objets Incandescents,3467
Foret,2022-06-09,13,VITROLLES,7.0,Malveillance,3469
Foret,2022-06-09,13,CABRIES,0.002,Lignes Electriques,3470
Foret,2022-06-09,13,GRANS,5.0,Jet D'Objets Incandescents,3471
Foret,2022-06-09,13,VITROLLES,0.0004,Travaux Agricoles,3472
Foret,2022-06-09,13,CEYRESTE,0.01,Jet D'Objets Incandescents,3477
Foret,2022-06-09,13,AIX-EN-PROVENCE,1.0,Jet D'Objets Incandescents,3478
Foret,2022-06-09,30,SERVIERS-ET-LABAUME,1.57,Malveillance,3479
Foret,2022-06-09,13,ROGNAC,0.3,Malveillance,3480
Foret,2022-06-10,13,MARTIGUES,0.35,Lignes Electriques,3481
Foret,2022-06-10,13,PENNES-MIRABEAU (LES),0.04,Malveillance,3482
Foret,2022-06-10,34,FONTES,0.05,Malveillance,3484
Foret,2022-06-10,13,ROVE (LE),0.05,Jet D'Objets Incandescents,3486
Foret,2022-06-10,13,CABRIES,0.03,Jet D'Objets Incandescents,3488
Foret,2022-06-10,66,CERET,0.01,Vehicules,3489
Foret,2022-06-11,30,SERVIERS-ET-LABAUME,0.73,Reprise Incendie,3490
Foret,2022-06-11,6,SPERACEDES,4.72,Travaux Forestiers,3492
Foret,2022-06-11,83,SEILLANS,15.0,Reprise Incendie,3493
Foret,2022-06-11,13,AURIOL,0.01,Jet D'Objets Incandescents,3496
Foret,2022-06-11,34,VIEUSSAN,0.06,Conflit,3497
Foret,2022-06-11,30,CONQUEYRAC,0.3193,Accidentelle,3498
Foret,2022-06-11,13,ISTRES,0.01,Malveillance,3499
Foret,2022-06-12,6,COURSEGOULES,1.2,Interet,3501
Foret,2022-06-12,66,ESPIRA-DE-CONFLENT,0.15,Malveillance,3504
Foret,2022-06-12,66,BAIXAS,29.38,Malveillance,3505
Foret,2022-06-12,13,LANCON-PROVENCE,2.7,Travaux (Particuliers),3509
Foret,2022-06-12,13,TRETS,0.05,Travaux Agricoles,3510
Foret,2022-06-12,66,VILLELONGUE-DELS-MONTS,0.5,Malveillance,3512
Foret,2022-06-12,13,AIX-EN-PROVENCE,0.01,Depot d'Ordures,3514
Foret,2022-06-13,13,ROUSSET,0.015,Jet D'Objets Incandescents,3516
Foret,2022-06-13,2B,LINGUIZZETTA,73.0,Jet D'Objets Incandescents,3518
Foret,2022-06-13,30,LEDENON,37.68,Lignes Electriques,3520
Foret,2022-06-13,30,BLAUZAC,17.97,Jet D'Objets Incandescents,3522
Foret,2022-06-13,30,SERVIERS-ET-LABAUME,77.24,Reprise Incendie,3523
Foret,2022-06-13,4,AUBENAS-LES-ALPES,0.002,Lignes Electriques,3524
Foret,2022-06-13,13,LANCON-PROVENCE,1.0,Travaux Agricoles,3525
Foret,2022-06-13,4,VALENSOLE,0.015,Vehicules,3527
Foret,2022-06-14,13,LANCON-PROVENCE,0.0005,Malveillance,3537
Foret,2022-06-15,66,MONTAURIOL,0.3,Foudre,3538
Foret,2022-06-15,66,THUIR,0.026,Foudre,3539
Foret,2022-06-15,13,ORGON,9.99,Jet D'Objets Incandescents,3541
Foret,2022-06-15,66,MONTAURIOL,3.1,Reprise Incendie,3542
Foret,2022-06-15,34,BOUSQUET-D'ORB (LE),0.1,Malveillance,3544
Foret,2022-06-16,13,PUYLOUBIER,0.01,Travaux Agricoles,3548
Foret,2022-06-16,13,EGUILLES,4.0,Travaux Agricoles,3549
Foret,2022-06-16,34,FRONTIGNAN,0.01,Jet D'Objets Incandescents,3552
Foret,2022-06-16,5,CROTS,0.08,Jet D'Objets Incandescents,3554
Foret,2022-06-16,13,ROGNAC,0.002,Jet D'Objets Incandescents,3555
Foret,2022-06-17,13,ROVE (LE),0.03,Vehicules,3556
Foret,2022-06-17,13,GRANS,0.03,Lignes Electriques,3560
Foret,2022-06-17,34,GUZARGUES,32.9248,Vehicules,3564
Foret,2022-06-17,4,RIEZ,0.25,Lignes Electriques,3566
Foret,2022-06-17,34,SAINT-JEAN-DE-LA-BLAQUIERE,14.6953,Malveillance,3567
Foret,2022-06-18,83,AIGUINES,2500.0,Travaux Industriels/Publics,3568
Foret,2022-06-18,83,HYERES,0.7,Malveillance,3570
Foret,2022-06-18,13,ORGON,2.0,Travaux Agricoles,3571
Foret,2022-06-18,83,CANNET-DES-MAURES (LE),0.0085,Malveillance,3574
Foret,2022-06-19,7,SAINT-JULIEN-DU-SERRE,0.006,Lignes Electriques,3578
Foret,2022-06-19,48,SAINT-BONNET-DE-CHIRAC,3.0,Lignes Electriques,3581
Foret,2022-06-19,13,ROVE (LE),0.001,Vehicules,3584
Foret,2022-06-20,83,VIDAUBAN,0.01,Vehicules,3585
Foret,2022-06-20,7,CHEYLARD (LE),4.0,Travaux (Particuliers),3586
Foret,2022-06-20,13,MARTIGUES,0.0005,Depot d'Ordures,3591
Foret,2022-06-20,48,JAVOLS,1.5,Travaux Agricoles,3592
Foret,2022-06-20,13,AIX-EN-PROVENCE,0.001,Malveillance,3600
Foret,2022-06-21,2B,GHISONACCIA,15.0,Travaux Agricoles,3602
Foret,2022-06-22,13,SALON-DE-PROVENCE,0.15,Jet D'Objets Incandescents,3605
Foret,2022-06-23,2B,VENACO,5.0,Conflit,3606
Foret,2022-06-23,66,LAROQUE-DES-ALBERES,10.0,Malveillance,3607
Foret,2022-06-23,2B,OLETTA,3.0,Malveillance,3608
Foret,2022-06-23,5,CHAUFFAYER,0.0003,Foudre,3612
Foret,2022-06-23,13,GREASQUE,0.0002,Jet D'Objets Incandescents,3613
Foret,2022-06-24,13,AURONS,0.003,Foudre,3615
Foret,2022-06-24,2B,ALERIA,30.0,Travaux Industriels/Publics,3617
Foret,2022-06-24,6,CONTES,0.1,Foudre,3618
Foret,2022-06-24,6,SAINT-BLAISE,0.002,Foudre,3619
Foret,2022-06-25,6,MANDELIEU-LA-NAPOULE,0.01,Vehicules,3621
Foret,2022-06-25,66,PRATS-DE-MOLLO-LA-PRESTE,0.05,Foudre,3623
Foret,2022-06-25,2B,GHISONACCIA,0.005,Interet,3624
Foret,2022-06-25,2A,PORTO-VECCHIO,0.015,Depot d'Ordures,3625
Foret,2022-06-26,5,CHATEAUROUX-LES-ALPES,3.5,Foudre,3628
Foret,2022-06-27,66,PLANES,0.01,Foudre,3631
Foret,2022-06-27,13,FUVEAU,0.001,Lignes Electriques,3632
Foret,2022-06-27,13,LANCON-PROVENCE,0.01,Travaux Industriels/Publics,3633
Foret,2022-06-27,6,SAINT-JEANNET,0.5,Vehicules,3634
Foret,2022-06-27,13,LANCON-PROVENCE,0.01,Travaux Agricoles,3635
Foret,2022-06-27,4,ALLEMAGNE-EN-PROVENCE,0.54,Lignes Electriques,3636
Foret,2022-06-28,13,AIX-EN-PROVENCE,0.02,Jet D'Objets Incandescents,3637
Foret,2022-06-28,66,OPOUL-PERILLOS,941.93,Malveillance,3638
Foret,2022-06-28,66,RIVESALTES,5.5,Malveillance,3639
Foret,2022-06-28,66,SAINT-FELIU-D'AVALL,1.88,Malveillance,3642
Foret,2022-06-28,2A,SOLLACARO,0.005,Involontaire (particulier),3643
Foret,2022-06-28,66,CASES-DE-PENE,6.63,Malveillance,3644
Foret,2022-06-28,13,VITROLLES,0.04,Lignes Electriques,3645
Foret,2022-06-28,13,ROQUEVAIRE,0.015,Lignes Electriques,3646
Foret,2022-06-29,6,TOUR (LA),0.0015,Foudre,3647
Foret,2022-06-29,13,NOVES,0.2,Travaux (Particuliers),3648
Foret,2022-06-29,66,MILLAS,66.15,Malveillance,3649
Foret,2022-06-29,30,SAINT-MARTIN-DE-VALGALGUES,0.0036,Vehicules,3650
Foret,2022-06-29,4,SAINT-GENIEZ,0.46,Foudre,3652
Foret,2022-06-29,83,COTIGNAC,0.031,Foudre,3653
Foret,2022-06-30,13,CHARLEVAL,0.25,Vehicules,3654
Foret,2022-07-01,13,CHATEAUNEUF-LES-MARTIGUES,0.005,Malveillance,3655
Foret,2022-07-01,13,PEYPIN,0.01,Loisirs (Particuliers),3656
Foret,2022-07-01,66,PERPIGNAN,1.0,Travaux Industriels/Publics,3657
Foret,2022-07-01,34,SAUSSAN,12.1971,Malveillance,3660
Foret,2022-07-01,13,CHATEAUNEUF-LES-MARTIGUES,0.01,Malveillance,3662
Foret,2022-07-02,13,FUVEAU,0.01,Lignes Electriques,3663
Foret,2022-07-02,7,SAINT-VICTOR,1.0,Foudre,3664
Foret,2022-07-02,4,BANON,1.0052,Travaux Forestiers,3666
Foret,2022-07-02,83,BARJOLS,1.285,Lignes Electriques,3667
Foret,2022-07-03,13,ALLAUCH,0.3,Jet D'Objets Incandescents,3669
Foret,2022-07-03,2A,CONCA,0.025,Malveillance,3672
Foret,2022-07-03,34,MAUGUIO,0.4167,Malveillance,3673
Foret,2022-07-03,13,VELAUX,9.54,Jet D'Objets Incandescents,3674
Foret,2022-07-03,5,POLIGNY,0.03,Foudre,3676
Foret,2022-07-04,34,TOURBES,1.9131,Malveillance,3678
Foret,2022-07-04,34,RIOLS,0.0841,Jet D'Objets Incandescents,3679
Foret,2022-07-04,13,PEYPIN,0.005,Travaux (Particuliers),3680
Foret,2022-07-04,13,ORGON,0.03,Travaux Agricoles,3681
Foret,2022-07-04,66,BOULOU (LE),0.0125,Malveillance,3683
Foret,2022-07-05,13,GREASQUE,0.001,Travaux (Particuliers),3684
Foret,2022-07-05,13,LANCON-PROVENCE,0.005,Travaux Industriels/Publics,3685
Foret,2022-07-05,2A,SOTTA,0.17,Lignes Electriques,3686
Foret,2022-07-05,13,MARTIGUES,0.05,Malveillance,3688
Foret,2022-07-05,13,PENNES-MIRABEAU (LES),0.8,Jet D'Objets Incandescents,3689
Foret,2022-07-05,13,SAINT-MITRE-LES-REMPARTS,0.07,Travaux (Particuliers),3691
Foret,2022-07-05,13,SAINT-MARC-JAUMEGARDE,0.17,Travaux (Particuliers),3692
Foret,2022-07-05,34,MONTPELLIER,0.0618,Jet D'Objets Incandescents,3693
Foret,2022-07-05,13,BOUC-BEL-AIR,0.03,Vehicules,3694
Foret,2022-07-05,34,SAINT-JEAN-DE-VEDAS,0.021,Vehicules,3695
Foret,2022-07-05,13,PORT-DE-BOUC,0.001,Jet D'Objets Incandescents,3696
Foret,2022-07-05,30,MONTFAUCON,0.0758,Involontaire (particulier),3697
Foret,2022-07-05,34,SAINT-PONS-DE-MAUCHIENS,11.6264,Malveillance,3698
Foret,2022-07-05,30,FOURNES,0.1264,Malveillance,3699
Foret,2022-07-06,83,SIGNES,0.0315,Malveillance,3701
Foret,2022-07-06,13,ROQUEVAIRE,0.003,Travaux (Particuliers),3702
Foret,2022-07-06,7,MAYRES,0.06,Vehicules,3703
Foret,2022-07-06,13,FOS-SUR-MER,0.05,Jet D'Objets Incandescents,3704
Foret,2022-07-06,13,VELAUX,0.1,Vehicules,3705
Foret,2022-07-06,13,SAINT-MARTIN-DE-CRAU,0.3,Malveillance,3706
Foret,2022-07-06,13,SAINT-MARTIN-DE-CRAU,0.02,Malveillance,3707
Foret,2022-07-07,13,LANCON-PROVENCE,0.0005,Travaux (Particuliers),3711
Foret,2022-07-07,34,MONTAGNAC,0.6141,Loisirs (Particuliers),3712
Foret,2022-07-07,30,GENERAC,126.03,Travaux (Particuliers),3713
Foret,2022-07-07,7,JOANNAS,0.4,Travaux (Particuliers),3714
Foret,2022-07-07,66,BOULOU (LE),0.02,Malveillance,3716
Foret,2022-07-07,13,SAINT-MITRE-LES-REMPARTS,0.001,Malveillance,3717
Foret,2022-07-07,30,BORDEZAC,539.99,Malveillance,3723
Foret,2022-07-07,13,ISTRES,0.2,Depot d'Ordures,3724
Foret,2022-07-07,34,CANET,0.0327,Malveillance,3726
Foret,2022-07-07,66,CAUDIES-DE-FENOUILLEDES,2.0,Malveillance,3729
Foret,2022-07-08,30,MILHAUD,13.8303,Vehicules,3730
Foret,2022-07-08,13,SAINT-MITRE-LES-REMPARTS,24.86,Malveillance,3731
Foret,2022-07-08,34,COLOMBIERES-SUR-ORB,0.0111,Malveillance,3733
Foret,2022-07-08,13,MAUSSANE-LES-ALPILLES,0.0002,Travaux (Particuliers),3734
Foret,2022-07-08,30,SAINT-CHRISTOL-LES-ALES,0.0094,Malveillance,3736
Foret,2022-07-08,83,SAINT-MAXIMIN-LA-SAINTE-BAUME,4.493,Travaux Agricoles,3738
Foret,2022-07-08,13,MARTIGUES,8.31,Jet D'Objets Incandescents,3740
Foret,2022-07-08,30,SERNHAC,3.7063,Involontaire (particulier),3741
Foret,2022-07-08,66,ARGELES-SUR-MER,0.025,Malveillance,3744
Foret,2022-07-09,7,SAINT-MARCEL-D'ARDECHE,2.0,Malveillance,3746
Foret,2022-07-09,2B,LINGUIZZETTA,0.1,Malveillance,3747
Foret,2022-07-09,34,GIGNAC,0.3206,Accidentelle,3750
Foret,2022-07-09,34,MONTPELLIER,4.6935,Accidentelle,3751
Foret,2022-07-09,2B,LINGUIZZETTA,7.0,Malveillance,3753
Foret,2022-07-09,34,VIAS,0.3705,Jet D'Objets Incandescents,3754
Foret,2022-07-09,34,AGDE,0.3064,Vehicules,3755
Foret,2022-07-09,30,LANUEJOLS,0.8774,Accidentelle,3756
Foret,2022-07-09,30,SAINT-ROMAN-DE-CODIERES,0.0273,Accidentelle,3758
Foret,2022-07-09,30,SAINT-ROMAN-DE-CODIERES,0.0084,Accidentelle,3759
Foret,2022-07-09,2A,CONCA,0.04,Depot d'Ordures,3762
Foret,2022-07-10,34,COURNONSEC,6.9233,Involontaire (particulier),3765
Foret,2022-07-10,34,PUECHABON,0.0228,Malveillance,3766
Foret,2022-07-10,7,VAUDEVANT,0.01,Malveillance,3769
Foret,2022-07-10,13,MAUSSANE-LES-ALPILLES,0.25,Jet D'Objets Incandescents,3770
Foret,2022-07-10,34,SAINT-ETIENNE-D'ALBAGNAN,0.015,Involontaire (particulier),3771
Foret,2022-07-11,6,ROURE,0.2,Foudre,3775
Foret,2022-07-11,34,HEREPIAN,0.1142,Depot d'Ordures,3776
Foret,2022-07-11,2A,SOCCIA,0.1,Travaux Industriels/Publics,3777
Foret,2022-07-11,48,SAINT-LAURENT-DE-TREVES,2.0,Travaux Agricoles,3778
Foret,2022-07-11,13,ROVE (LE),0.35,Malveillance,3779
Foret,2022-07-12,13,MARTIGUES,0.0004,Travaux Industriels/Publics,3784
Foret,2022-07-12,13,AURIOL,0.03,Travaux Industriels/Publics,3785
Foret,2022-07-12,34,SAINT-PARGOIRE,0.1969,Malveillance,3787
Foret,2022-07-12,34,SAINT-PARGOIRE,0.1478,Malveillance,3788
Foret,2022-07-13,13,ROVE (LE),0.005,Loisirs (Particuliers),3789
Foret,2022-07-13,13,TRETS,0.4,Travaux Agricoles,3791
Foret,2022-07-13,66,SAINT-ANDRE,2.0,Malveillance,3792
Foret,2022-07-13,2B,CORTE,3.0,Malveillance,3793
Foret,2022-07-14,30,NIMES,0.003,Reprise Incendie,3796
Foret,2022-07-14,2B,CASTELLO-DI-ROSTINO,0.01,Conflit,3800
Foret,2022-07-14,2B,MURO,0.6,Conflit,3802
Foret,2022-07-14,13,GRAVESON,1451.53,Chemin De Fer,3804
Foret,2022-07-14,2B,CASTELLO-DI-ROSTINO,1.5,Malveillance,3806
Foret,2022-07-14,13,PENNES-MIRABEAU (LES),0.03,Jet D'Objets Incandescents,3808
Foret,2022-07-15,83,TOURVES,0.05,Jet D'Objets Incandescents,3810
Foret,2022-07-15,4,SAINT-ANDRE-LES-ALPES,0.025,Lignes Electriques,3811
Foret,2022-07-15,2B,LINGUIZZETTA,0.2,Malveillance,3812
Foret,2022-07-15,2A,BONIFACIO,0.0001,Malveillance,3815
Foret,2022-07-15,2B,CASTELLO-DI-ROSTINO,2.0,Conflit,3816
Foret,2022-07-15,30,ARPAILLARGUES-ET-AUREILLAC,0.01,Reprise Incendie,3818
Foret,2022-07-15,13,BARBENTANE,0.1,Chemin De Fer,3819
Foret,2022-07-15,13,MARTIGUES,0.0005,Loisirs (Particuliers),3820
Foret,2022-07-16,66,CAUDIES-DE-FENOUILLEDES,0.2,Malveillance,3821
Foret,2022-07-16,34,BOSC (LE),0.0905,Malveillance,3822
Foret,2022-07-16,66,CAUDIES-DE-FENOUILLEDES,0.04,Malveillance,3823
Foret,2022-07-16,30,CONQUEYRAC,0.0067,Jet D'Objets Incandescents,3824
Foret,2022-07-16,48,SALELLES (LES),0.01,Travaux Agricoles,3825
Foret,2022-07-16,48,LANUEJOLS,4.0,Travaux Agricoles,3826
Foret,2022-07-16,34,CASTRIES,0.6219,Malveillance,3828
Foret,2022-07-16,34,BOSC (LE),0.0905,Malveillance,3830
Foret,2022-07-17,34,BOSC (LE),0.0297,Malveillance,3833
Foret,2022-07-17,30,CONQUEYRAC,0.0005,Reprise Incendie,3834
Foret,2022-07-17,13,ROVE (LE),0.0002,Malveillance,3838
Foret,2022-07-17,2A,ALATA,0.1,Vehicules,3840
Foret,2022-07-18,7,VALLON-PONT-D'ARC,73.24,Malveillance,3843
Foret,2022-07-18,13,COUDOUX,0.001,Jet D'Objets Incandescents,3848
Foret,2022-07-18,34,PORTIRAGNES,2.2317,Travaux Agricoles,3849
Foret,2022-07-18,7,LUSSAS,2.0,Travaux (Particuliers),3851
Foret,2022-07-19,66,TAULIS,0.03,Travaux (Particuliers),3855
Foret,2022-07-19,48,SAINTE-ENIMIE,37.0,Involontaire (travaux),3856
Foret,2022-07-19,2B,LINGUIZZETTA,0.05,Conflit,3858
Foret,2022-07-19,2B,CALENZANA,5.0,Vehicules,3859
Foret,2022-07-19,4,SISTERON,0.12,Foudre,3860
Foret,2022-07-19,5,CHAUFFAYER,0.0045,Travaux (Particuliers),3861
Foret,2022-07-19,4,SAINT-GENIEZ,21.0,Foudre,3862
Foret,2022-07-19,34,FERRALS-LES-MONTAGNES,1.5933,Malveillance,3863
Foret,2022-07-20,4,BRAS-D'ASSE,0.77,Travaux Forestiers,3868
Foret,2022-07-20,34,PORTIRAGNES,11.5995,Travaux Agricoles,3869
Foret,2022-07-20,5,EYGLIERS,0.06,Foudre,3870
Foret,2022-07-20,48,BEDOUES,12.0,Travaux Agricoles,3871
Foret,2022-07-20,13,MARTIGUES,0.05,Malveillance,3872
Foret,2022-07-20,34,FRONTIGNAN,0.023,Malveillance,3873
Foret,2022-07-20,34,FRONTIGNAN,0.0479,Malveillance,3875
Foret,2022-07-20,83,SEILLONS-SOURCE-D'ARGENS,0.015,Malveillance,3877
Foret,2022-07-20,13,MARTIGUES,0.01,Malveillance,3878
Foret,2022-07-21,4,GREOUX-LES-BAINS,0.37,Malveillance,3879
Foret,2022-07-21,2A,ZONZA,0.28,Malveillance,3880
Foret,2022-07-21,34,SAINT-GENIES-DE-FONTEDIT,3.0135,Malveillance,3882
Foret,2022-07-21,83,AUPS,0.002,Malveillance,3883
Foret,2022-07-21,13,THOLONET (LE),0.016,Travaux (Particuliers),3884
Foret,2022-07-21,2B,ALBERTACCE,4.0,Malveillance,3885
Foret,2022-07-21,34,SAINT-JEAN-DE-LA-BLAQUIERE,0.1023,Malveillance,3886
Foret,2022-07-21,2B,MURATO,0.4,Malveillance,3887
Foret,2022-07-21,2B,VOLPAJOLA,0.04,Malveillance,3888
Foret,2022-07-22,2A,ALATA,0.0001,Malveillance,3889
Foret,2022-07-22,13,SEPTEMES-LES-VALLONS,0.35,Malveillance,3892
Foret,2022-07-22,13,PENNES-MIRABEAU (LES),0.05,Jet D'Objets Incandescents,3893
Foret,2022-07-22,34,AIGNE,179.3324,Accidentelle,3894
Foret,2022-07-22,66,PERPIGNAN,4.0,Malveillance,3895
Foret,2022-07-22,34,FRONTIGNAN,0.6816,Malveillance,3896
Foret,2022-07-22,34,FRONTIGNAN,0.3825,Malveillance,3897
Foret,2022-07-22,7,LAURAC-EN-VIVARAIS,70.05,Malveillance,3898
Foret,2022-07-22,13,CHATEAUNEUF-LES-MARTIGUES,0.005,Jet D'Objets Incandescents,3899
Foret,2022-07-22,34,FELINES-MINERVOIS,0.0424,Foudre,3900
Foret,2022-07-23,13,SAINT-MITRE-LES-REMPARTS,0.001,Malveillance,3902
Foret,2022-07-23,2B,LINGUIZZETTA,0.15,Malveillance,3904
Foret,2022-07-23,66,SERDINYA,97.37,Jet D'Objets Incandescents,3906
Foret,2022-07-23,66,SANSA,2.5,Malveillance,3908
Foret,2022-07-23,7,SAINT-ROMAIN-DE-LERPS,0.1,Vehicules,3910
Foret,2022-07-24,34,LUNAS,0.0607,Malveillance,3912
Foret,2022-07-24,34,LOUPIAN,1.0531,Jet D'Objets Incandescents,3914
Foret,2022-07-24,34,BRISSAC,0.1529,Jet D'Objets Incandescents,3915
Foret,2022-07-24,2B,CASTELLO-DI-ROSTINO,14.8,Malveillance,3916
Foret,2022-07-24,48,ANTRENAS,2.0,Jet D'Objets Incandescents,3917
Foret,2022-07-24,2B,AGHIONE,0.4,Malveillance,3918
Foret,2022-07-24,30,SAINT-QUENTIN-LA-POTERIE,45.0,Malveillance,3919
Foret,2022-07-24,2B,SANTO-PIETRO-DI-TENDA,0.05,Malveillance,3920
Foret,2022-07-25,4,CERESTE,0.09,Lignes Electriques,3922
Foret,2022-07-25,13,ROQUEVAIRE,0.04,Travaux (Particuliers),3923
Foret,2022-07-25,30,SAINT-JEAN-DU-GARD,0.0142,Foudre,3927
Foret,2022-07-25,34,MONTPEYROUX,0.7199,Foudre,3929
Foret,2022-07-25,2B,SANTO-PIETRO-DI-VENACO,0.003,Malveillance,3930
Foret,2022-07-25,13,FARE-LES-OLIVIERS (LA),0.4,Vehicules,3931
Foret,2022-07-25,13,FARE-LES-OLIVIERS (LA),0.3,Depot d'Ordures,3932
Foret,2022-07-25,7,VILLENEUVE-DE-BERG,0.8,Loisirs (Particuliers),3933
Foret,2022-07-25,13,VELAUX,0.08,Vehicules,3934
Foret,2022-07-26,13,FARE-LES-OLIVIERS (LA),0.2,Vehicules,3935
Foret,2022-07-26,34,BOSC (LE),0.0834,Malveillance,3936
Foret,2022-07-26,66,BAIXAS,1.5,Malveillance,3937
Foret,2022-07-26,34,SAINT-BAUZILLE-DE-LA-SYLVE,951.8,Malveillance,3938
Foret,2022-07-26,66,PERPIGNAN,1.0,Malveillance,3940
Foret,2022-07-26,83,FLASSANS-SUR-ISSOLE,0.12,Jet D'Objets Incandescents,3941
Foret,2022-07-26,13,AIX-EN-PROVENCE,0.05,Jet D'Objets Incandescents,3942
Foret,2022-07-26,34,AIGUES-VIVES,0.0588,Reprise Incendie,3943
Foret,2022-07-26,6,TOUR (LA),0.4,Foudre,3946
Foret,2022-07-26,34,GRABELS,1.2341,Vehicules,3948
Foret,2022-07-26,34,VALERGUES,0.3863,Malveillance,3949
Foret,2022-07-26,34,VENDRES,13.856,Malveillance,3950
Foret,2022-07-26,13,COUDOUX,0.05,Jet D'Objets Incandescents,3952
Foret,2022-07-26,34,PUECHABON,15.4863,Malveillance,3953
Foret,2022-07-27,13,SAINT-MITRE-LES-REMPARTS,0.01,Malveillance,3955
Foret,2022-07-27,34,SAINT-JEAN-DE-LA-BLAQUIERE,0.0245,Pyromanie,3956
Foret,2022-07-27,34,SAINT-JEAN-DE-LA-BLAQUIERE,5.8473,Malveillance,3957
Foret,2022-07-27,34,SAINT-GUIRAUD,0.0588,Malveillance,3958
Foret,2022-07-27,66,ESPIRA-DE-L'AGLY,3.0,Malveillance,3959
Foret,2022-07-27,34,MURLES,0.0218,Depot d'Ordures,3960
Foret,2022-07-27,4,LAUZET-UBAYE (LE),0.015,Foudre,3962
Foret,2022-07-27,7,LUSSAS,1120.08,Pyromanie,3963
Foret,2022-07-27,2A,BONIFACIO,0.03,Malveillance,3964
Foret,2022-07-27,34,ROSIS,0.4869,Foudre,3967
Foret,2022-07-27,13,CASSIS,0.29,Jet D'Objets Incandescents,3970
Foret,2022-07-27,34,GRABELS,4.8226,Vehicules,3973
Foret,2022-07-27,34,SAINT-NAZAIRE-DE-LADAREZ,0.1802,Malveillance,3975
Foret,2022-07-28,7,SAINT-BARTHELEMY-LE-PLAIN,1.0,Chemin De Fer,3978
Foret,2022-07-28,30,VERFEUIL,0.0082,Malveillance,3979
Foret,2022-07-28,34,GRABELS,2.8776,Vehicules,3980
Foret,2022-07-28,2B,VENACO,50.0,Malveillance,3981
Foret,2022-07-28,34,RIVES (LES),29.19,Foudre,3982
Foret,2022-07-28,2B,ALTIANI,0.6,Malveillance,3983
Foret,2022-07-28,13,LANCON-PROVENCE,0.02,Depot d'Ordures,3986
Foret,2022-07-28,2B,ALBERTACCE,10.9,Malveillance,3987
Foret,2022-07-28,4,LAUZET-UBAYE (LE),0.015,Travaux Forestiers,3988
Foret,2022-07-29,4,AUTHON,0.02,Foudre,3992
Foret,2022-07-29,6,VILLENEUVE-D'ENTRAUNES,0.02,Foudre,3993
Foret,2022-07-29,2B,PRUNO,0.0005,Malveillance,3995
Foret,2022-07-29,66,NOHEDES,0.002,Foudre,3996
Foret,2022-07-30,2B,BISINCHI,1.0,Malveillance,3999
Foret,2022-07-30,2B,LINGUIZZETTA,0.006,Malveillance,4000
Foret,2022-07-30,2A,FIGARI,0.0093,Malveillance,4001
Foret,2022-07-30,2B,LINGUIZZETTA,0.001,Malveillance,4003
Foret,2022-07-30,4,SIMIANE-LA-ROTONDE,4.27,Travaux Agricoles,4004
Foret,2022-07-30,66,CALCE,132.2,Malveillance,4005
Foret,2022-07-30,13,MARTIGUES,0.5536,Malveillance,4006
Foret,2022-07-30,6,LIEUCHE,0.06,Foudre,4007
Foret,2022-07-30,5,VILLAR-SAINT-PANCRACE,0.2835,Loisirs (Particuliers),4008
Foret,2022-07-30,66,TRESSERRE,5.0,Lignes Electriques,4009
